distance_m,lat,lon,elev_dem_m,delta_elev_m,grade_raw,grade_smoothed,grade_raw_pct,grade_smoothed_pct
1633000,-24.67469101,133.1930353,449.2974572,-0.389882208,-0.003898822,-0.006268551,-0.389882208,-0.626855147
1633100,-24.67541619,133.192449,448.907575,-1.000299651,-0.010002997,-0.006015734,-1.000299651,-0.601573357
1633200,-24.6761888,133.1919396,447.9072753,-0.450073468,-0.004500735,-0.003364483,-0.450073468,-0.336448344
1633300,-24.6770104,133.1915319,447.4572019,0.494461949,0.004944619,-0.001304469,0.494461949,-0.130446864
1633400,-24.67785906,133.1911988,447.9516638,0.434123713,0.004341237,0.003315057,0.434123713,0.331505662
1633500,-24.67874067,133.1909875,448.3857875,0.847510454,0.008475105,0.002649187,0.847510454,0.264918676
1633600,-24.67963879,133.1909005,449.233298,-0.716421413,-0.007164214,0.003763525,-0.716421413,0.376352478
1633700,-24.6805414,133.1908886,448.5168766,0.940197158,0.009401972,-0.000119447,0.940197158,-0.011944735
1633800,-24.68144407,133.190905,449.4570737,-1.119065137,-0.011190651,-0.008741004,-1.119065137,-0.874100406
1633900,-24.68234673,133.1909214,448.3380086,-2.60111223,-0.026011122,-0.010001145,-2.60111223,-1.000114516
1634000,-24.68324939,133.1909378,445.7368964,-1.220477853,-0.012204779,-0.019453954,-1.220477853,-1.945395445
1634100,-24.68415205,133.1909542,444.5164185,-2.840926559,-0.028409266,-0.018875698,-2.840926559,-1.887569815
1634200,-24.68505471,133.1909706,441.675492,-0.887762616,-0.008877626,-0.009858507,-0.887762616,-0.98585068
1634300,-24.68595738,133.190987,440.7877293,1.005764306,0.010057643,-0.009146363,1.005764306,-0.914636327
1634400,-24.68686004,133.1910034,441.7934936,-0.935620441,-0.009356204,-0.005477421,-0.935620441,-0.547742076
1634500,-24.6877627,133.1910197,440.8578732,-1.373349553,-0.013733496,-0.007198076,-1.373349553,-0.719807565
1634600,-24.68866536,133.1910361,439.4845237,-1.576024571,-0.015760246,-0.011060022,-1.576024571,-1.106002212
1634700,-24.68956802,133.1910525,437.9084991,-0.539014284,-0.005390143,-0.010768865,-0.539014284,-1.076886514
1634800,-24.69047068,133.1910689,437.3694848,-0.819157646,-0.008191576,-0.010843373,-0.819157646,-1.084337318
1634900,-24.69137334,133.1910853,436.5503272,-1.403152772,-0.014031528,-0.012049459,-1.403152772,-1.20494593
1635000,-24.692276,133.1911017,435.1471744,-2.058459019,-0.02058459,-0.011682897,-2.058459019,-1.168289749
1635100,-24.69317867,133.1911181,433.0887154,-0.392389557,-0.003923896,-0.008922197,-0.392389557,-0.892219694
1635200,-24.69408133,133.1911345,432.6963258,0.285122573,0.002851226,-0.00072234,0.285122573,-0.072234046
1635300,-24.69498399,133.1911509,432.9814484,1.876789821,0.018767898,0.002341406,1.876789821,0.234140625
1635400,-24.69588665,133.1911673,434.8582382,-0.832960334,-0.008329603,0.000260666,-0.832960334,0.026066644
1635500,-24.69678931,133.1911837,434.0252779,-1.224685483,-0.012246855,0.001515166,-1.224685483,0.151516569
1635600,-24.69769197,133.1912001,432.8005924,0.786922271,0.007869223,-0.001432806,0.786922271,-0.143280623
1635700,-24.69859463,133.1912165,433.5875147,0.697601054,0.006976011,0.001471614,0.697601054,0.14716144
1635800,-24.6994931,133.1911295,434.2851157,0.328807916,0.003288079,-0.000145953,0.328807916,-0.014595289
1635900,-24.70037614,133.1909276,434.6139236,-1.871712396,-0.018717124,0.000370226,-1.871712396,0.037022603
1636000,-24.7012363,133.1906304,432.7422112,0.993393841,0.009933938,0.001143681,0.993393841,0.114368132
1636100,-24.70206435,133.1902371,433.7356051,1.006983169,0.010069832,0.000397135,1.006983169,0.03971349
1636200,-24.7028523,133.1897557,434.7425882,0.030189346,0.000301893,0.001139941,0.030189346,0.113994095
1636300,-24.70362319,133.1892414,434.7727776,-1.574589978,-0.0157459,-0.006071554,-1.574589978,-0.607155404
1636400,-24.70439407,133.1887271,433.1981876,-1.891204152,-0.018912042,-0.010570371,-1.891204152,-1.057037148
1636500,-24.70516496,133.1882128,431.3069835,-0.792543809,-0.007925438,-0.016157665,-0.792543809,-1.615766488
1636600,-24.70593584,133.1876984,430.5144396,-2.204728013,-0.02204728,-0.012264403,-2.204728013,-1.226440301
1636700,-24.70670673,133.1871841,428.3097116,-0.01728523,-0.000172852,-0.010566726,-0.01728523,-1.056672637
1636800,-24.70747761,133.1866698,428.2924264,-1.212133498,-0.012121335,-0.010996964,-1.212133498,-1.099696365
1636900,-24.70824848,133.1861554,427.0802929,-0.964638719,-0.009646387,-0.008272881,-0.964638719,-0.827288095
1637000,-24.70901936,133.1856411,426.1156542,-1.115094934,-0.011150949,-0.007604654,-1.115094934,-0.760465375
1637100,-24.70979023,133.1851267,425.0005592,0.25000565,0.002500057,-0.00546647,0.25000565,-0.546647011
1637200,-24.71056111,133.1846123,425.2505649,-0.356860042,-0.0035686,-0.004509539,-0.356860042,-0.45095388
1637300,-24.71133198,133.184098,424.8937049,-0.581866195,-0.005818662,-0.00309313,-0.581866195,-0.309313038
1637400,-24.71210285,133.1835836,424.3118387,-0.548531565,-0.005485316,-0.004913824,-0.548531565,-0.491382381
1637500,-24.71287371,133.1830692,423.7633071,-0.478271723,-0.004782717,-0.004951785,-0.478271723,-0.495178455
1637600,-24.71364458,133.1825548,423.2850354,-0.372044337,-0.003720443,-0.003435054,-0.372044337,-0.34350538
1637700,-24.71441544,133.1820404,422.912991,0.024826106,0.000248261,-0.004812064,0.024826106,-0.481206428
1637800,-24.7151863,133.181526,422.9378171,-1.099335758,-0.010993358,-0.001587745,-1.099335758,-0.158774454
1637900,-24.71595716,133.1810116,421.8384814,0.811456173,0.008114562,-0.000612157,0.811456173,-0.061215743
1638000,-24.71673554,133.1805111,422.6499376,0.018190508,0.000181905,0.005379524,0.018190508,0.53795241
1638100,-24.71754444,133.1800763,422.6681281,2.421498719,0.024214987,0.009133721,2.421498719,0.913372058
1638200,-24.71839514,133.1797466,425.0896268,0.402342835,0.004023428,0.0048071,0.402342835,0.480710002
1638300,-24.71927496,133.179529,425.4919696,-0.919192053,-0.009191921,0.00329393,-0.919192053,0.329393024
1638400,-24.72017279,133.1794425,424.5727776,-0.587077406,-0.005870774,-0.006287004,-0.587077406,-0.628700411
1638500,-24.72107462,133.1794404,423.9857002,-1.410875021,-0.01410875,-0.005153182,-1.410875021,-0.515318237
1638600,-24.72197175,133.1795454,422.5748251,0.855871531,0.008558715,-0.001484699,0.855871531,-0.14846992
1638700,-24.72285214,133.179763,423.4306967,0.548201216,0.005482012,0.001356338,0.548201216,0.135633838
1638800,-24.7237153,133.1800496,423.9788979,0.549337627,0.005493376,0.002318776,0.549337627,0.231877646
1638900,-24.72456302,133.1803895,424.5282355,-1.02589979,-0.010258998,-0.000939799,-1.02589979,-0.093979914
1639000,-24.72541074,133.1807294,423.5023357,-0.44755871,-0.004475587,-0.002641624,-0.44755871,-0.264162404
1639100,-24.72625846,133.1810693,423.054777,-0.132528744,-0.001325287,-0.004569965,-0.132528744,-0.456996475
1639200,-24.72710618,133.1814092,422.9222483,-0.221998658,-0.002219987,-0.004666828,-0.221998658,-0.466682824
1639300,-24.7279539,133.1817491,422.7002496,-1.064645185,-0.010646452,-0.00489321,-1.064645185,-0.489321006
1639400,-24.72880982,133.1820622,421.6356044,-0.538111436,-0.005381114,-0.006437479,-0.538111436,-0.643747898
1639500,-24.72968377,133.182309,421.097493,-0.750236311,-0.007502363,-0.008225589,-0.750236311,-0.822558917
1639600,-24.73057026,133.1824947,420.3472567,-0.937242736,-0.009372427,-0.013002523,-0.937242736,-1.300252288
1639700,-24.73146516,133.1826237,419.4100139,-2.97541867,-0.029754187,-0.012121304,-2.97541867,-1.212130405
1639800,-24.73236542,133.1826921,416.4345953,-0.185623904,-0.001856239,-0.012228187,-0.185623904,-1.222818718
1639900,-24.73326817,133.1827006,416.2489714,-0.792989562,-0.007929896,-0.008558701,-0.792989562,-0.855870109
1640000,-24.73417093,133.1827074,415.4559818,0.530551699,0.005305517,-0.001601343,0.530551699,-0.160134309
1640100,-24.73507369,133.182713,415.9865335,-0.192475471,-0.001924755,-0.000253536,-0.192475471,-0.025353627
1640200,-24.73597646,133.1827185,415.794058,0.353498826,0.003534988,0.002623667,0.353498826,0.262366706
1640300,-24.73687922,133.1827249,416.1475569,0.35789177,0.003578918,0.001365069,0.35789177,0.136506921
1640400,-24.73778198,133.1827296,416.5054486,0.027112559,0.000271126,0.001689581,0.027112559,0.168958095
1640500,-24.73868344,133.1827688,416.5325612,-0.062670775,-0.000626708,0.000817842,-0.062670775,0.081784168
1640600,-24.73957541,133.182919,416.4698904,0.004803117,4.80E-05,-0.000673431,0.004803117,-0.067343103
1640700,-24.74044971,133.1831604,416.4746935,-0.238617312,-0.002386173,-0.000280384,-0.238617312,-0.028038383
1640800,-24.74129221,133.1835132,416.2360762,0.184331439,0.001843314,0.000376043,0.184331439,0.037604281
1640900,-24.74210226,133.1839484,416.4204077,0.199899879,0.001998999,0.000231998,0.199899879,0.023199807
1641000,-24.74284834,133.1845032,416.6203075,-0.052814777,-0.000528148,-0.000341468,-0.052814777,-0.034146776
1641100,-24.7435475,133.1851282,416.5674928,-0.468003647,-0.004680036,-0.002636929,-0.468003647,-0.263692906
1641200,-24.74420545,133.185805,416.0994891,-0.733853081,-0.007338531,-0.003463613,-0.733853081,-0.346361262
1641300,-24.74492377,133.1864016,415.365636,-0.130773543,-0.001307735,-0.003002268,-0.130773543,-0.300226843
1641400,-24.74571393,133.186878,415.2348625,0.131722897,0.001317229,-0.001148548,0.131722897,-0.114854801
1641500,-24.74655883,133.1872237,415.3665854,0.273484523,0.002734845,0.001257647,0.273484523,0.125764711
1641600,-24.74743789,133.1874431,415.6400699,0.228624967,0.00228625,0.001750033,0.228624967,0.175003258
1641700,-24.74833512,133.1875362,415.8686949,0.066180645,0.000661806,0.002459351,0.066180645,0.245935116
1641800,-24.74923594,133.1874875,415.9348755,0.415450328,0.004154503,0.00249957,0.415450328,0.249956997
1641900,-24.75012248,133.1873049,416.3503259,0.289572049,0.00289572,0.003203108,0.289572049,0.320310822
1642000,-24.75098231,133.187007,416.6398979,0.510040266,0.005100403,0.003465031,0.510040266,0.346503103
1642100,-24.75180066,133.1865911,417.1499382,0.170949769,0.001709498,0.002285721,0.170949769,0.228572083
1642200,-24.7525705,133.1860765,417.3208879,-0.05627375,-0.000562738,0.000672994,-0.05627375,0.067299433
1642300,-24.75329476,133.1854873,417.2646142,-0.355518553,-0.003555186,-0.001753899,-0.355518553,-0.175389857
1642400,-24.75400637,133.184879,416.9090956,-0.460716892,-0.004607169,-0.002710708,-0.460716892,-0.271070845
1642500,-24.75471801,133.1842706,416.4483787,-0.211774187,-0.002117742,-0.00323108,-0.211774187,-0.32310797
1642600,-24.75542986,133.1836626,416.2366046,-0.264422248,-0.002644222,-0.002001978,-0.264422248,-0.200197817
1642700,-24.75616854,133.1830947,415.9721823,0.136122057,0.001361221,-0.000850777,0.136122057,-0.085077746
1642800,-24.75696279,133.182628,416.1083044,-0.000236605,-2.37E-06,-0.00099086,-0.000236605,-0.099085967
1642900,-24.7578052,133.1822757,416.1080678,-0.26780707,-0.002678071,-0.001097447,-0.26780707,-0.109744684
1643000,-24.7586809,133.1820383,415.8402607,-0.307057118,-0.003070571,-0.00160386,-0.307057118,-0.160386008
1643100,-24.7595686,133.1818585,415.5332036,-0.06644324,-0.000664432,-0.001989768,-0.06644324,-0.198976839
1643200,-24.76045656,133.1816801,415.4667603,-0.154599927,-0.001545999,-0.002308713,-0.154599927,-0.230871267
1643300,-24.76134452,133.1815018,415.3121604,-0.395384781,-0.003953848,-0.001521501,-0.395384781,-0.15215008
1643400,-24.76223249,133.1813234,414.9167756,0.007827629,7.83E-05,-0.003398098,0.007827629,-0.339809847
1643500,-24.76312045,133.181145,414.9246032,-0.817082307,-0.008170823,-0.005955188,-0.817082307,-0.595518822
1643600,-24.76400841,133.1809666,414.1075209,-1.177435829,-0.011774358,-0.001578238,-1.177435829,-0.157823754
1643700,-24.76489637,133.1807882,412.9300851,1.355395492,0.013553955,-0.000147197,1.355395492,-0.014719728
1643800,-24.76578433,133.1806098,414.2854806,0.580243731,0.005802437,0.001259581,0.580243731,0.125958139
1643900,-24.76667229,133.1804314,414.8657243,-0.254370839,-0.002543708,0.004545349,-0.254370839,0.454534883
1644000,-24.76756025,133.180253,414.6113535,0.136871148,0.001368711,0.001467182,0.136871148,0.146718156
1644100,-24.7684482,133.1800746,414.7482246,0.124128582,0.001241286,1.48E-05,0.124128582,0.001481438
1644200,-24.76933616,133.1798962,414.8723532,-0.000703139,-7.03E-06,-5.59E-05,-0.000703139,-0.005592012
1644300,-24.77022412,133.1797178,414.8716501,-0.28266464,-0.002826646,-0.001155616,-0.28266464,-0.11556165
1644400,-24.77111208,133.1795394,414.5889854,-0.303007402,-0.003030074,-0.002453082,-0.303007402,-0.245308225
1644500,-24.77200004,133.179361,414.285978,-0.394857717,-0.003948577,-0.002813018,-0.394857717,-0.281301788
1644600,-24.77289117,133.1792041,413.8911203,-0.144677395,-0.001446774,-0.002485764,-0.144677395,-0.248576367
1644700,-24.77378648,133.1790786,413.7464429,-0.151762954,-0.00151763,-0.002428127,-0.151762954,-0.242812736
1644800,-24.77468541,133.1789876,413.59468,-0.279952881,-0.002799529,-0.002784478,-0.279952881,-0.278447789
1644900,-24.77558613,133.1789241,413.3147271,-0.537397927,-0.005373979,-0.002719829,-0.537397927,-0.271982932
1645000,-24.77648837,133.178896,412.7773292,-0.118817966,-0.00118818,-0.002262493,-0.118817966,-0.226249272
1645100,-24.77739115,133.1788931,412.6585112,0.031171684,0.000311717,-0.000714656,0.031171684,-0.071465557
1645200,-24.77829369,133.1789149,412.6896829,0.339181983,0.00339182,0.000909199,0.339181983,0.090919905
1645300,-24.77919421,133.1789847,413.0288649,0.112143921,0.001121439,0.000710527,0.112143921,0.071052729
1645400,-24.78009188,133.1790887,413.1410088,-0.198286672,-0.001982867,0.001114679,-0.198286672,0.111467854
1645500,-24.78098786,133.1792082,412.9427221,0.192832182,0.001928322,-5.10E-05,0.192832182,-0.005102399
1645600,-24.781879,133.1793665,413.1355543,-0.127099026,-0.00127099,-0.000840378,-0.127099026,-0.084037789
1645700,-24.78276971,133.1795276,413.0084553,-0.203597641,-0.002035976,-0.000532925,-0.203597641,-0.053292508
1645800,-24.78366024,133.1796899,412.8048576,-0.075305549,-0.000753055,-0.00100123,-0.075305549,-0.100122957
1645900,-24.78455078,133.1798521,412.7295521,0.005510389,5.51E-05,-0.000841378,0.005510389,-0.084137774
1646000,-24.78544132,133.1800144,412.7350625,-0.063158294,-0.000631583,-0.000788733,-0.063158294,-0.078873266
1646100,-24.78633186,133.1801767,412.6719042,-0.182539611,-0.001825396,-0.0010289,-0.182539611,-0.102889986
1646200,-24.7872224,133.1803389,412.4893646,-0.17137243,-0.001713724,-0.001087167,-0.17137243,-0.108716723
1646300,-24.78811294,133.1805012,412.3179921,-0.017796557,-0.000177966,-0.00156834,-0.017796557,-0.156834001
1646400,-24.78900347,133.1806635,412.3001956,-0.255627407,-0.002556274,-0.001499067,-0.255627407,-0.149906668
1646500,-24.78989401,133.1808257,412.0445682,-0.154830276,-0.001548303,-0.000895783,-0.154830276,-0.089578343
1646600,-24.79078455,133.180988,411.8897379,0.069940867,0.000699409,0.000441475,0.069940867,0.044147473
1646700,-24.79167508,133.1811503,411.9596788,0.517106708,0.005171067,0.002901479,0.517106708,0.290147927
1646800,-24.79256562,133.1813125,412.4767855,0.728374411,0.007283744,0.005084079,0.728374411,0.508407941
1646900,-24.79345615,133.1814748,413.2051599,0.718209779,0.007182098,0.006306481,0.718209779,0.630648131
1647000,-24.79434669,133.1816371,413.9233697,0.558901625,0.005589016,0.007614451,0.558901625,0.761445117
1647100,-24.79523723,133.1817994,414.4822713,1.040294652,0.010402947,0.005978677,1.040294652,0.597867706
1647200,-24.79612776,133.1819617,415.5225659,0.074064768,0.000740648,0.006116453,0.074064768,0.611645339
1647300,-24.7970183,133.182124,415.5966307,0.773320311,0.007733203,0.004941292,0.773320311,0.494129237
1647400,-24.79790883,133.1822862,416.369951,0.088837218,0.000888372,0.004887139,0.088837218,0.488713887
1647500,-24.79879936,133.1824485,416.4587882,1.018633251,0.010186333,0.009802752,1.018633251,0.980275199
1647600,-24.7996899,133.1826108,417.4774215,2.040310015,0.0204031,0.016650406,2.040310015,1.665040582
1647700,-24.80057947,133.1827787,419.5177315,3.512381844,0.035123818,0.015399426,3.512381844,1.539942648
1647800,-24.80145944,133.1829975,423.0301134,-0.411554516,-0.004115545,0.01177942,-0.411554516,1.177941964
1647900,-24.80231829,133.1833019,422.6185588,-0.429369489,-0.004293695,0.008531787,-0.429369489,0.853178715
1648000,-24.80315399,133.1836725,422.1891893,0.74125702,0.00741257,0.00444399,0.74125702,0.444398968
1648100,-24.80396637,133.1841032,422.9304464,1.877262858,0.018772629,0.01091433,1.877262858,1.091433044
1648200,-24.80476801,133.1845581,424.8077092,2.176581789,0.021765818,0.010890353,2.176581789,1.089035282
1648300,-24.80556964,133.1850129,426.984291,-0.43896054,-0.004389605,0.010554695,-0.43896054,1.055469537
1648400,-24.80637236,133.1854652,426.5453305,0.60699404,0.00606994,0.00793621,0.60699404,0.793620977
1648500,-24.80721,133.185834,427.1523245,0.829868617,0.008298686,0.004750165,0.829868617,0.475016452
1648600,-24.80807335,133.1861231,427.9821931,0.902163689,0.009021637,0.001206866,0.902163689,0.120686646
1648700,-24.80895721,133.1863241,428.8843568,-1.856279764,-0.018562798,0.000789792,-1.856279764,0.078979199
1648800,-24.80984791,133.1864819,427.0280771,0.440164252,0.004401643,-0.000200614,0.440164252,-0.020061372
1648900,-24.81074251,133.1866147,427.4682413,0.433706333,0.004337063,-0.003573118,0.433706333,-0.357311815
1649000,-24.81163711,133.1867475,427.9019476,-0.446838082,-0.004468381,0.000144848,-0.446838082,0.014484838
1649100,-24.81253171,133.1868803,427.4551096,-0.36909315,-0.003690931,-0.00116133,-0.36909315,-0.116132969
1649200,-24.81342631,133.187013,427.0860164,-0.082306976,-0.00082307,-0.002222737,-0.082306976,-0.222273677
1649300,-24.81432091,133.1871458,427.0037094,0.009143501,9.14E-05,0.001044478,0.009143501,0.104447848
1649400,-24.81521551,133.1872786,427.0128529,0.860048017,0.00860048,-0.00081954,0.860048017,-0.08195398
1649500,-24.81611011,133.1874114,427.872901,-1.11470046,-0.011147005,-0.005999479,-1.11470046,-0.599947921
1649600,-24.8170047,133.1875442,426.7582005,-2.15428274,-0.021542827,-0.007488693,-2.15428274,-0.748869256
1649700,-24.8178993,133.1876769,424.6039178,-0.586541841,-0.005865418,-0.007342002,-0.586541841,-0.734200187
1649800,-24.8187939,133.1878097,424.0173759,0.918724294,0.009187243,-0.005078801,0.918724294,-0.507880121
1649900,-24.8196885,133.1879425,424.9361002,-0.209420196,-0.002094202,-0.001475636,-0.209420196,-0.147563645
1650000,-24.8205831,133.1880753,424.72668,-0.713016835,-0.007130168,-0.001844754,-0.713016835,-0.18447539
1650100,-24.82147769,133.1882081,424.0136632,-0.734188822,-0.007341888,-0.0060861,-0.734188822,-0.608609966
1650200,-24.82237002,133.1883571,423.2794744,-0.77781401,-0.00777814,-0.007702805,-0.77781401,-0.770280544
1650300,-24.82325917,133.1885277,422.5016603,-0.85610251,-0.008561025,-0.002869184,-0.85610251,-0.286918362
1650400,-24.82413324,133.1887751,421.6455578,1.220431893,0.012204319,0.000409193,1.220431893,0.040919255
1650500,-24.82498599,133.1890996,422.8659897,0.577161646,0.005771616,0.003292892,0.577161646,0.329289158
1650600,-24.82582108,133.189475,423.4431514,0.375665601,0.003756656,0.006580702,0.375665601,0.65807017
1650700,-24.82665466,133.1898548,423.818817,0.459021542,0.004590215,0.002912524,0.459021542,0.291252405
1650800,-24.82748824,133.1902346,424.2778385,-0.246839168,-0.002468392,-0.000119661,-0.246839168,-0.011966056
1650900,-24.82832182,133.1906144,424.0309993,-0.6357122,-0.006357122,-0.001733044,-0.6357122,-0.173304441
1651000,-24.8291554,133.1909942,423.3952871,-0.269687941,-0.002696879,-0.002623189,-0.269687941,-0.262318922
1651100,-24.82999911,133.1913426,423.1255992,0.10296362,0.001029636,-0.004525709,0.10296362,-0.452570854
1651200,-24.8308653,133.1916214,423.2285628,-1.007846896,-0.010078469,-0.002649759,-1.007846896,-0.264975901
1651300,-24.83174974,133.1918179,422.2207159,0.114667611,0.001146676,0.001922514,0.114667611,0.192251357
1651400,-24.83263826,133.1919863,422.3353835,1.559221092,0.015592211,0.003026662,1.559221092,0.302666246
1651500,-24.8335396,133.192042,423.8946046,0.544623179,0.005446232,0.001994301,0.544623179,0.199430065
1651600,-24.83444093,133.1920977,424.4392278,-1.420791621,-0.014207916,0.002530555,-1.420791621,0.253055547
1651700,-24.83534227,133.1921534,423.0184362,0.329169539,0.003291695,-0.000974126,0.329169539,-0.09741258
1651800,-24.83624361,133.1922091,423.3476057,0.157348583,0.001573486,-0.003243663,0.157348583,-0.324366281
1651900,-24.83714494,133.1922649,423.5049543,-0.363191627,-0.003631916,0.00587761,-0.363191627,0.587761039
1652000,-24.83804628,133.1923206,423.1417627,2.227717662,0.022277177,0.009078621,2.227717662,0.907862136
1652100,-24.83894761,133.1923763,425.3694803,1.609573927,0.016095739,0.007223498,1.609573927,0.722349846
1652200,-24.83984894,133.192432,426.9790543,-0.584700577,-0.005847006,0.009849881,-0.584700577,0.984988093
1652300,-24.84075028,133.1924877,426.3943537,0.68736136,0.006873614,0.007037979,0.68736136,0.703797865
1652400,-24.84165161,133.1925434,427.0817151,1.102956749,0.011029567,0.003496711,1.102956749,0.349671141
1652500,-24.84255295,133.1925991,428.1846718,0.193067033,0.00193067,0.007013174,0.193067033,0.701317442
1652600,-24.84345428,133.1926549,428.3777388,0.821884627,0.008218846,0.005541891,0.821884627,0.554189077
1652700,-24.84435294,133.1927454,429.1996235,0.098847899,0.000988479,0.001838676,0.098847899,0.183867622
1652800,-24.84525007,133.1928558,429.2984714,-0.378329071,-0.003783291,-0.000637241,-0.378329071,-0.063724105
1652900,-24.84614467,133.1929882,428.9201423,-0.797299877,-0.007972999,-0.004731711,-0.797299877,-0.473171142
1653000,-24.84703886,133.1931243,428.1228424,-0.815903522,-0.008159035,-0.00592371,-0.815903522,-0.592370998
1653100,-24.84793306,133.1932603,427.3069389,-0.377951524,-0.003779515,-0.009290677,-0.377951524,-0.929067736
1653200,-24.84882725,133.1933964,426.9289874,-1.725116021,-0.01725116,-0.010137813,-1.725116021,-1.013781337
1653300,-24.84972144,133.1935324,425.2038714,-1.136154282,-0.011361543,-0.009871083,-1.136154282,-0.987108331
1653400,-24.85061563,133.1936685,424.0677171,-0.709211499,-0.007092115,-0.007376697,-0.709211499,-0.737669669
1653500,-24.85150982,133.1938045,423.3585056,0.619803126,0.006198031,-0.004545138,0.619803126,-0.454513777
1653600,-24.85240401,133.1939405,423.9783087,-0.592492454,-0.005924925,-0.003072259,-0.592492454,-0.307225863
1653700,-24.85330295,133.194028,423.3858162,-0.547002625,-0.005470026,-0.003022352,-0.547002625,-0.302235229
1653800,-24.85420314,133.1941027,422.8388136,-0.689248964,-0.00689249,-0.00493948,-0.689248964,-0.493948001
1653900,-24.85510383,133.1941642,422.1495647,-0.147047961,-0.00147048,-0.003828799,-0.147047961,-0.382879852
1654000,-24.85600657,133.1941707,422.0025167,-0.148219857,-0.001482199,-0.003735236,-0.148219857,-0.373523623
1654100,-24.85690929,133.1941701,421.8542968,-0.509577709,-0.005095777,-0.004585234,-0.509577709,-0.458523384
1654200,-24.85781195,133.194155,421.3447191,-1.029248008,-0.01029248,-0.006425091,-1.029248008,-0.642509107
1654300,-24.85871461,133.1941399,420.3154711,-0.882990854,-0.008829909,-0.00523616,-0.882990854,-0.523615959
1654400,-24.85961727,133.1941249,419.4324803,0.327352735,0.003273527,-0.001565764,0.327352735,-0.156576438
1654500,-24.86051993,133.1941098,419.759833,0.958580377,0.009585804,0.001970133,0.958580377,0.197013349
1654600,-24.86142259,133.1940947,420.7184134,0.385111139,0.003851111,0.003987999,0.385111139,0.398799857
1654700,-24.86232525,133.1940796,421.1035245,-0.075844822,-0.000758448,0.002073144,-0.075844822,0.207314407
1654800,-24.86322791,133.1940646,421.0276797,-0.438589067,-0.004385891,-0.000815809,-0.438589067,-0.081580922
1654900,-24.86413057,133.1940495,420.5890906,-0.197000939,-0.001970009,-0.001939397,-0.197000939,-0.1939397
1655000,-24.86503323,133.1940344,420.3920897,-0.06432397,-0.00064324,-0.001457079,-0.06432397,-0.145707906
1655100,-24.86593589,133.1940193,420.3277657,0.117082352,0.001170824,-0.000323934,0.117082352,-0.032393447
1655200,-24.86683855,133.1940042,420.4448481,0.014668771,0.000146688,-0.000138631,0.014668771,-0.013863142
1655300,-24.86774121,133.1939892,420.4595168,-0.122879721,-0.001228797,-0.000408098,-0.122879721,-0.040809764
1655400,-24.86864387,133.1939741,420.3366371,-0.172110458,-0.001721105,-0.001277674,-0.172110458,-0.127767446
1655500,-24.86954653,133.193959,420.1645267,-0.230748376,-0.002307484,-0.001383454,-0.230748376,-0.138345436
1655600,-24.87044919,133.1939439,419.9337783,-0.027643189,-0.000276432,-0.00085705,-0.027643189,-0.085704997
1655700,-24.87135184,133.1939288,419.9061351,0.087682037,0.00087682,-0.000871735,0.087682037,-0.087173514
1655800,-24.8722545,133.1939138,419.9938171,-0.177984528,-0.001779845,-0.000244825,-0.177984528,-0.024482461
1655900,-24.87315716,133.1938987,419.8158326,0.020015835,0.000200158,-0.000702102,0.020015835,-0.070210171
1656000,-24.87405982,133.1938836,419.8358484,-0.210554026,-0.00210554,0.000464307,-0.210554026,0.046430684
1656100,-24.87496248,133.1938685,419.6252944,0.554245455,0.005542455,0.002128962,0.554245455,0.212896208
1656200,-24.87586514,133.1938535,420.1795399,0.487877567,0.004878776,0.004927713,0.487877567,0.492771294
1656300,-24.87676779,133.1938384,420.6674174,1.139516181,0.011395162,0.006655966,1.139516181,0.665596566
1656400,-24.87767044,133.1938227,421.8069336,0.48074706,0.004807471,0.003467508,0.48074706,0.346750819
1656500,-24.87857296,133.1938013,422.2876807,-0.721137533,-0.007211375,0.002349719,-0.721137533,0.234971877
1656600,-24.87947487,133.1938302,421.5665431,0.040761799,0.000407618,0.00036747,0.040761799,0.036746986
1656700,-24.88037609,133.1938877,421.6073049,0.346616619,0.003466166,-0.000358237,0.346616619,-0.035823692
1656800,-24.88127641,133.1939603,421.9539216,0.190464347,0.001904643,0.002379533,0.190464347,0.237953275
1656900,-24.88217386,133.1940662,422.1443859,0.373970334,0.003739703,0.002210367,0.373970334,0.221036683
1657000,-24.88307058,133.1941806,422.5183562,-0.026904569,-0.000269046,0.003337132,-0.026904569,0.333713194
1657100,-24.8839673,133.1942949,422.4914517,0.797322664,0.007973227,0.005802201,0.797322664,0.580220067
1657200,-24.88486402,133.1944092,423.2887743,1.176491841,0.011764918,0.005225589,1.176491841,0.522558854
1657300,-24.88576074,133.1945235,424.4652662,0.143325479,0.001433255,0.006417189,0.143325479,0.64171895
1657400,-24.88665746,133.1946378,424.6085917,0.449735814,0.004497358,0.01386561,0.449735814,1.38656095
1657500,-24.88755418,133.1947521,425.0583275,3.776690665,0.037766907,0.008669962,3.776690665,0.866996222
1657600,-24.8884509,133.1948664,428.8350181,-0.901767073,-0.009017671,0.003690179,-0.901767073,0.369017851
1657700,-24.88934762,133.1949807,427.9332511,-1.848588004,-0.01848588,-0.000552887,-1.848588004,-0.05528872
1657800,-24.89024545,133.1950835,426.0846631,-1.247490469,-0.012474905,-0.009111356,-1.247490469,-0.911135557
1657900,-24.89114416,133.1951771,424.8371726,0.353303317,0.003533033,-0.007521515,0.353303317,-0.752151509
