dist_km,elev_m,slope_pct,headwind_ms
48.7,59.15269112,0.13006347528423703,0.0
48.8,59.91324154,0.1250448664666184,0.0
48.9,60.55596418,0.10655395049149224,0.0
49.0,60.46588789,0.1029071096947007,0.0
49.1,60.69951408,0.12363258776408088,0.0
49.2,60.41073381,0.12865132561555015,0.0
49.3,60.43990951,0.13082640748789898,0.0
49.4,59.51101271,0.14545017021278467,0.0
49.5,58.0489725,0.16646766075958797,0.0
49.6,57.12516649,0.1791106769495457,0.0
49.7,55.75095516,0.1646550450038433,0.0
49.8,55.39926276,0.11949282700685765,0.0
49.9,55.03833252,0.05524622698156806,0.0
50.0,54.23497108,-0.0045696132981561275,0.0
50.1,53.79571665,-0.04041170626307462,0.0
50.2,54.30360651,-0.0800610122570845,0.0
50.3,54.83671935,-0.1325533764876772,0.0
50.4,56.06493367,-0.16844429265210326,0.0
50.5,55.7314284,-0.20338194221304207,0.0
50.6,57.12820869,-0.26556975959100554,0.0
50.7,58.69202927,-0.315607055501215,0.0
50.8,57.96276362,-0.3302163587104861,0.0
50.9,57.27836994,-0.33324548269183063,0.0
51.0,58.0309241,-0.33647762150353633,0.0
51.1,57.8246912,-0.3684968055495631,0.0
51.2,56.93481234,-0.41002941311342056,0.0
51.3,55.81625161,-0.41822856158543065,0.0
51.4,55.91031715,-0.4071766043582678,0.0
51.5,57.07926182,-0.39751101847650716,0.0
51.6,57.34631221,-0.3803715424775703,0.0
51.7,56.15652093,-0.35122694510685054,0.0
51.8,56.06153041,-0.3280764355531306,0.0
51.9,56.63694374,-0.3194181716342377,0.0
52.0,55.16510887,-0.30424641401572217,0.0
52.1,54.84690155,-0.270647630385281,0.0
52.2,54.92258985,-0.2352579333894596,0.0
52.3,55.23627666,-0.19125056960103595,0.0
52.4,53.71818837,-0.14687667776899818,0.0
52.5,52.31028285,-0.11837378427995304,0.0
52.6,52.02986994,-0.07718461307878784,0.0
52.7,51.09205333,-0.026734080154676577,0.0
52.8,48.97714875,0.021191780313639594,0.0
52.9,46.17598053,0.06586277678505009,0.0
53.0,44.33671419,0.10861844212169558,0.0
53.1,42.8308636,0.13617504657491963,0.0
53.2,42.68798296,0.1355708578936856,0.0
53.3,43.42383851,0.12111730083374359,0.0
53.4,44.04933693,0.10589837873318511,0.0
53.5,43.47480417,0.10150227436556634,0.0
53.6,45.18697712,0.10739374834186038,0.0
53.7,45.64288225,0.1106681987539048,0.0
53.8,46.35226091,0.11483288145437286,0.0
53.9,48.93125591,0.13192875008501112,0.0
54.0,52.54924408,0.16079701167810187,0.0
54.1,54.21528423,0.21910076850263638,0.0
54.2,55.5999332,0.2774521498697197,0.0
54.3,56.62148331,0.3524866130887862,0.0
54.4,57.3728166,0.4637177209201787,0.0
54.5,58.45115665,0.5267473118762496,0.0
54.6,58.79695359,0.5239223281459261,0.0
54.7,58.97450014,0.5228507731241167,0.0
54.8,58.85528583,0.5235852261951038,0.0
54.9,59.53756394,0.4994871114094525,0.0
55.0,59.94493348,0.47492754175838175,0.0
55.1,59.44511572,0.4549360188074559,0.0
55.2,59.84540844,0.44088943951108495,0.0
55.3,60.72608159,0.4347075999812835,0.0
55.4,60.60843406,0.4065077478672001,0.0
55.5,60.84317977,0.3449210897463161,0.0
55.6,61.48931076,0.2709624852939669,0.0
55.7,61.08519357,0.1656826225474106,0.0
55.8,61.33581912,0.08234771969504233,0.0
55.9,62.4123345,0.07142817937975188,0.0
56.0,62.08881349,0.07094558837692376,0.0
56.1,61.5538785,0.03299185580207791,0.0
56.2,60.95848495,-0.029914993488910115,0.0
56.3,60.3704991,-0.07573357222432507,0.0
56.4,59.54601855,-0.13125608827677018,0.0
56.5,59.51665632,-0.23165469430864505,0.0
56.6,59.57565109,-0.34901703104815174,0.0
56.7,60.59577847,-0.4639296814221098,0.0
56.8,60.61463797,-0.5688646414498163,0.0
56.9,60.96751281,-0.6689602935196988,0.0
57.0,60.85810245,-0.7532624892029901,0.0
57.1,60.83738654,-0.8355793748832753,0.0
57.2,60.2985042,-0.9348117510936333,0.0
57.3,60.14472104,-0.9905654498955261,0.0
57.4,59.38190175,-1.017576705397111,0.0
57.5,57.04054126,-1.049485200189497,0.0
57.6,55.04839092,-1.055154486182505,0.0
57.7,50.68403356,-1.006720099046254,0.0
57.8,46.42714325,-0.9616199770545056,0.0
57.9,43.73679278,-0.9502484915470298,0.0
58.0,42.77205693,-0.8993498685006984,0.0
58.1,40.96502465,-0.8340607421180153,0.0
58.2,40.09273076,-0.7900105291264197,0.0
58.3,38.74395996,-0.762506897182154,0.0
58.4,36.51934389,-0.7536886417872843,0.0
58.5,35.15431498,-0.7548349003058036,0.0
58.6,34.43169373,-0.7625206749320228,0.0
58.7,32.52677781,-0.7692170759331618,0.0
58.8,31.34815413,-0.7705703215826503,0.0
58.9,32.02473542,-0.7631356368748959,0.0
59.0,34.07358036,-0.7411800079918465,0.0
59.1,37.03182114,-0.7192650638443155,0.0
59.2,36.61711513,-0.6846762748802662,0.0
59.3,34.26668361,-0.6377309201303779,0.0
